NAME,STUSPS,INTPTLAT,INTPTLON
Martin,MN,+43.6771732,-094.5470963
Sevier,TN,+35.7878224,-083.5249005
Polk,TN,+35.1094371,-084.5411124
Kent,TX,+33.1847797,-100.7697199
Teton,MT,+47.8190352,-112.2817249
Garden,NE,+41.6333638,-102.3029845
Macoupin,IL,+39.2659138,-089.9263301
Ross,OH,+39.3238949,-083.0595381
Whiteside,IL,+41.7506733,-089.9110045
El Paso,TX,+31.7664559,-106.2415203
Loving,TX,+31.8449361,-103.5612293
Latimer,OK,+34.8751365,-095.2722625
Washington,OH,+39.4506764,-081.4906359
Howell,MO,+36.7743685,-091.8873677
Edwards,KS,+37.8835945,-099.3047457
Jefferson,KY,+38.1895321,-085.6576243
Logan,IL,+40.1292768,-089.3653086
Winnebago,WI,+44.0857068,-088.6681488
Fulton,KY,+36.5525115,-089.1876586
Harvey,KS,+38.0501436,-097.4367065
Dawson,MT,+47.2661301,-104.8982713
Taylor,WV,+39.3324778,-080.0465539
Midland,MI,+43.6482031,-084.3794144
Quitman,MS,+34.2528327,-090.2901707
Hardin,KY,+37.6958356,-085.9631827
Jefferson,IL,+38.3007796,-088.9242100
Hamlin,SD,+44.6806187,-097.1785980
Lincoln,WI,+45.3331480,-089.7322400
Franklin,NY,+44.5943758,-074.3106700
Fredericksburg,VA,+38.2992718,-077.4866583
Raleigh,WV,+37.7624694,-081.2646719
Chaves,NM,+33.3616045,-104.4698374
Santa Fe,NM,+35.5145309,-105.9639718
Orange,CA,+33.6756872,-117.7772068
Santa Cruz,AZ,+31.5257330,-110.8452278
Currituck,NC,+36.3721739,-075.9412242
Lawrence,IL,+38.7189542,-087.7302207
Howard,IN,+40.4835368,-086.1141178
Pike,IN,+38.3979613,-087.2325472
Christian,KY,+36.8920592,-087.4929864
Eaton,MI,+42.5895301,-084.8464499
Wapello,IA,+41.0312751,-092.4094658
Imperial,CA,+33.0408143,-115.3554001
Cass,MI,+41.9172431,-086.0001420
Wilkinson,MS,+31.1610908,-091.3246169
Yakutat,AK,+60.0175079,-140.4168465
Sheridan,KS,+39.3505465,-100.4412278
Leake,MS,+32.7606302,-089.5222495
Caguas,PR,+18.2111085,-066.0509643
Camuy,PR,+18.4454691,-066.8631340
Clay,MS,+33.6596700,-088.7824680
Franklin,MS,+31.4777726,-090.8954573
Neshoba,MS,+32.7525180,-089.1192743
Edmunds,SD,+45.4116802,-099.2053620
Río Grande,PR,+18.3763694,-065.7984342
Conecuh,AL,+31.4309257,-086.9887221
Dearborn,IN,+39.1408973,-084.9758680
Jackson,IN,+38.9119571,-086.0425161
Lee,MS,+34.2923703,-088.6824388
West Feliciana,LA,+30.8733639,-091.4217760
Crittenden,AR,+35.1975594,-090.3051195
Jackson,FL,+30.7892485,-085.2088141
Dickens,TX,+33.6153628,-100.7876173
Mathews,VA,+37.4253479,-076.2688078
Renville,ND,+48.7127815,-101.6581522
La Salle,TX,+28.3510976,-099.0967743
Onondaga,NY,+43.0065163,-076.1961336
Henry,IA,+40.9848025,-091.5472594
Harlan,NE,+40.1787663,-099.4034177
Powder River,MT,+45.4089262,-105.5553440
Juana Díaz,PR,+17.9979735,-066.4904965
Pepin,WI,+44.6274362,-091.8348898
Apache,AZ,+35.3850840,-109.4901722
Macon,MO,+39.8297950,-092.5643400
Lamb,TX,+34.0688615,-102.3480182
Kiowa,KS,+37.5612311,-099.2865389
Austin,TX,+29.8919013,-096.2701696
Daviess,MO,+39.9628387,-093.9700530
Seminole,GA,+30.9339599,-084.8676853
Manistee,MI,+44.2452677,-086.3275365
Lyon,IA,+43.3835796,-096.2072011
Hutchinson,TX,+35.8370470,-101.3627461
Texas,OK,+36.7463169,-101.4838549
Woodward,OK,+36.4256189,-099.2736609
Adams,IA,+41.0216555,-094.6969059
Sutter,CA,+39.0361898,-121.7039397
Potter,PA,+41.7485866,-077.8944358
Val Verde,TX,+29.8752853,-101.1433237
Harper,KS,+37.1881840,-098.0665901
Monona,IA,+42.0494317,-095.9565661
Juab,UT,+39.7141200,-112.7904710
Stephens,OK,+34.4813609,-097.8556068
Chenango,NY,+42.4780238,-075.6022407
Peoria,IL,+40.7859722,-089.7669933
Humboldt,IA,+42.7822212,-094.2027754
Washington,NE,+41.5339726,-096.2245771
Iowa,WI,+43.0010208,-090.1336915
Morrison,MN,+46.0204839,-094.2666194
Allegheny,PA,+40.4697574,-079.9804515
Shelby,MO,+39.7975309,-092.0887194
Madison,OH,+39.8966098,-083.4008874
Washington,KS,+39.7767142,-097.0956108
Champaign,IL,+40.1389845,-088.1969749
Washington,ID,+44.4482229,-116.7977917
Edgar,IL,+39.6790370,-087.7471102
Washington,CO,+39.9657899,-103.2097445
Hardin,OH,+40.6604152,-083.6640773
Missaukee,MI,+44.3254240,-085.0854708
Stutsman,ND,+46.9722235,-098.9561228
Shannon,MO,+37.1524984,-091.3913284
Smith,TX,+32.3751053,-095.2689389
Tulsa,OK,+36.1203177,-095.9418132
McIntosh,OK,+35.3691078,-095.6717865
Robertson,TX,+31.0254810,-096.5149408
Gillespie,TX,+30.3250929,-098.9418498
Oakland,MI,+42.6604518,-083.3842103
Golden Valley,ND,+46.9389237,-103.8446117
Niobrara,WY,+43.0621590,-104.4683727
Pipestone,MN,+44.0153614,-096.2570147
King George,VA,+38.2771799,-077.1626355
Grant,WA,+47.2136328,-119.4677880
Renville,MN,+44.7236969,-094.9556169
Alachua,FL,+29.6757403,-082.3572210
Hooker,NE,+41.9203170,-101.1173240
Prince Edward,VA,+37.2248813,-078.4329574
Carbon,UT,+39.6732840,-110.5884845
Bucks,PA,+40.3368872,-075.1070600
Hand,SD,+44.5467133,-099.0045751
Lycoming,PA,+41.3438824,-077.0552624
Latah,ID,+46.8189202,-116.7309737
Putnam,GA,+33.3210605,-083.3717898
Galax,VA,+36.6656397,-080.9143083
Quay,NM,+35.1070184,-103.5480713
King,TX,+33.6142675,-100.2453455
Lafayette,AR,+33.2406294,-093.6115140
Tom Green,TX,+31.3982946,-100.4638499
Hardee,FL,+27.4928458,-081.8215798
Clermont,OH,+39.0520537,-084.1494847
Yoakum,TX,+33.1623386,-102.8322409
Yamhill,OR,+45.2478274,-123.3163993
Louisa,IA,+41.2182111,-091.2569936
Elk,KS,+37.4560259,-096.2446421
Noble,OH,+39.7672317,-081.4524930
Putnam,OH,+41.0245334,-084.1298791
Somervell,TX,+32.2180714,-097.7692170
Lebanon,PA,+40.3714482,-076.4648185
Glacier,MT,+48.7056706,-112.9905023
Pershing,NV,+40.4396390,-118.4094765
Mahnomen,MN,+47.3283866,-095.8110885
Passaic,NJ,+41.0366554,-074.2994078
Lake,MT,+47.6429007,-114.0836866
Kenedy,TX,+26.8902129,-097.5911434
Borden,TX,+32.7385899,-101.4391990
Perry,MO,+37.7111296,-089.8021249
San Saba,TX,+31.1551375,-098.8192922
Kingfisher,OK,+35.9494357,-097.9345565
Burleson,TX,+30.4934867,-096.6220912
Fulton,NY,+43.1156093,-074.4236782
Sunflower,MS,+33.6055289,-090.5950901
Hennepin,MN,+45.0061209,-093.4752279
Centre,PA,+40.9093218,-077.8476670
Bee,TX,+28.4160769,-097.7425858
Henderson,TN,+35.6539945,-088.3876742
Tama,IA,+42.0748480,-092.5294115
Seward,KS,+37.1809599,-100.8552566
Monroe,IA,+41.0288473,-092.8696415
Richardson,NE,+40.1237427,-095.7186026
Christian,IL,+39.5455242,-089.2795927
Nassau,FL,+30.6059629,-081.7650867
Washington,FL,+30.6021017,-085.6558052
Baker,GA,+31.3195798,-084.4548812
Thomas,GA,+30.8646195,-083.9198155
Anderson,KY,+38.0053963,-084.9864171
Oldham,KY,+38.4001274,-085.4561499
Cherokee,GA,+34.2443166,-084.4750574
Oliver,ND,+47.1180789,-101.3314198
Osceola,MI,+43.9975523,-085.3222825
McNairy,TN,+35.1753751,-088.5637397
Adams,WA,+47.0112378,-118.5128614
Dade,MO,+37.4323495,-093.8548780
St. Mary,LA,+29.6293488,-091.4638037
Chittenden,VT,+44.4633289,-073.0694099
Comerío,PR,+18.2250315,-066.2194806
Maui,HI,+20.8559308,-156.6015502
Lafourche,LA,+29.4919925,-090.3948490
Muscatine,IA,+41.4837760,-091.1186992
Santa Rosa,FL,+30.6753483,-087.0189188
Martin,IN,+38.7053220,-086.8018468
Rockcastle,KY,+37.3610502,-084.3143684
Trimble,KY,+38.6200401,-085.3512075
Chattooga,GA,+34.4741785,-085.3452894
Dillon,SC,+34.3901635,-079.3752100
Jones,NC,+35.0322677,-077.3561946
Scotland,MO,+40.4476855,-092.1428235
Nemaha,KS,+39.7910427,-096.0053805
Norton,KS,+39.7838666,-099.8992352
Aguas Buenas,PR,+18.2565236,-066.1284959
Cataño,PR,+18.4446135,-066.1488190
Furnas,NE,+40.1922523,-099.9086366
Decatur,GA,+30.8806431,-084.5838902
Wayne,IN,+39.8630908,-085.0067351
Barren,KY,+36.9628048,-085.9321078
Howard,NE,+41.2168513,-098.5133417
Dunn,ND,+47.3545572,-102.6123216
Amador,CA,+38.4435493,-120.6538580
Fentress,TN,+36.3698921,-084.9377641
Coffey,KS,+38.2364502,-095.7291373
Branch,MI,+41.9184551,-085.0668852
Campbell,VA,+37.2101515,-079.0954282
Meigs,OH,+39.0898068,-082.0283968
Nicholas,WV,+38.2914318,-080.7975148
Grant,OK,+36.7882544,-097.7881508
Spink,SD,+44.9237717,-098.3396152
Windsor,VT,+43.5724477,-072.5988132
Trinity,TX,+31.0966750,-095.1516869
Bernalillo,NM,+35.0536280,-106.6690805
Mitchell,GA,+31.2289970,-084.1920380
Hawaii,HI,+19.5977643,-155.5024434
McCreary,KY,+36.7311363,-084.4910515
Pendleton,KY,+38.6962841,-084.3519435
Spencer,KY,+38.0253130,-085.3173123
Hill,MT,+48.6319595,-110.1063210
Valley,NE,+41.5640938,-098.9834841
Castro,TX,+34.5336207,-102.2587856
Washington,MD,+39.6036207,-077.8146709
Letcher,KY,+37.1185357,-082.8612507
Salem,NJ,+39.5738282,-075.3573559
Lynchburg,VA,+37.3990161,-079.1954582
Saline,AR,+34.6485246,-092.6744630
Mason,WV,+38.7709140,-082.0290067
Gilmer,WV,+38.9158671,-080.8494132
Jefferson,MS,+31.7336333,-091.0438779
Rolette,ND,+48.7682715,-099.8404634
Treasure,MT,+46.2271129,-107.2752957
Clark,KY,+37.9703141,-084.1451152
Morovis,PR,+18.3180168,-066.4203920
Allegan,MI,+42.4212512,-086.2614034
Benton,TN,+36.0709478,-088.0712321
Brown,MN,+44.2465415,-094.7336472
Pickett,TN,+36.5593638,-085.0757410
Louisa,VA,+37.9727041,-077.9597950
Shelby,IN,+39.5241345,-085.7921742
Franklin,OH,+39.9698749,-083.0090858
Iron,UT,+37.9093044,-113.3067405
Esmeralda,NV,+37.7789658,-117.6323824
Keweenaw,MI,+47.3672969,-088.3513318
Sanpete,UT,+39.3734262,-111.5769332
Kearny,KS,+37.9944614,-101.3081363
Brevard,FL,+28.2983112,-080.7003334
Monroe,IN,+39.1607286,-086.5233100
Lucas,IA,+41.0333206,-093.3314618
Woodford,KY,+38.0431027,-084.7488546
Jasper,SC,+32.4305909,-081.0216289
Brewster,TX,+29.8089965,-103.2524579
McCormick,SC,+33.8975992,-082.3161961
Union,SC,+34.6903743,-081.6158644
Nicollet,MN,+44.3588204,-094.2456844
Marinette,WI,+45.3468989,-087.9911980
Clark,WA,+45.7717295,-122.4859533
Price,WI,+45.6790725,-090.3596497
Miami,IN,+40.7728833,-086.0442575
Ellsworth,KS,+38.7008451,-098.2053552
West Carroll,LA,+32.7924797,-091.4519982
Liberty,FL,+30.2598494,-084.8685805
Hodgeman,KS,+38.0874927,-099.8984067
Meade,KS,+37.2438862,-100.3600936
McLean,KY,+37.5267075,-087.2655972
Adams,MS,+31.4862243,-091.3517966
Las Marías,PR,+18.2275938,-066.9775799
Itawamba,MS,+34.2810747,-088.3631269
Franklin,KY,+38.2349190,-084.8687863
Hancock,ME,+44.5649063,-068.3707034
Knox,ME,+44.0420446,-069.0385145
Newton,GA,+33.5527507,-083.8513597
Faulk,SD,+45.0654764,-099.1535637
Houghton,MI,+46.9984270,-088.6519034
Mineral,MT,+47.1296868,-115.0853849
Franklin,TN,+35.1559259,-086.0992032
Concordia,LA,+31.4698053,-091.6263150
Livingston,LA,+30.4404194,-090.7274738
Essex,MA,+42.6427082,-070.8649085
Butte,SD,+44.8962264,-103.5014361
Douglas,CO,+39.3254140,-104.9259871
Richland,SC,+34.0290952,-080.8980371
Madison,IN,+40.1662030,-085.7224543
Murray,OK,+34.4857664,-097.0715567
Brooke,WV,+40.2726454,-080.5786910
Calhoun,WV,+38.8441591,-081.1154775
Bland,VA,+37.1306124,-081.1258532
Yellowstone,MT,+45.9369867,-108.2766564
Lincoln,WV,+38.1717696,-082.0776231
Lake,CA,+39.1080094,-122.7452171
Grady,GA,+30.8759004,-084.2449647
Conejos,CO,+37.2134065,-106.1764473
San Juan,UT,+37.6026329,-109.7915741
Putnam,IN,+39.6655479,-086.8533729
Gooding,ID,+42.9731849,-114.8214203
Tipton,TN,+35.4987625,-089.7471452
West Baton Rouge,LA,+30.4640516,-091.3098080
Putnam,MO,+40.4786055,-093.0145314
Teton,WY,+44.0486620,-110.4260870
Grant,WI,+42.8700275,-090.6942288
Morton,ND,+46.7100285,-101.3100413
Chowan,NC,+36.1289790,-076.6027521
Buncombe,NC,+35.6093706,-082.5304234
Plumas,CA,+39.9922953,-120.8243709
Petersburg,VA,+37.2047302,-077.3923681
Washington,VT,+44.2749694,-072.6094444
Meade,SD,+44.6052822,-102.7141689
Marion,IN,+39.7829759,-086.1357939
Chicot,AR,+33.2671393,-091.2971578
Bibb,GA,+32.8089903,-083.6940595
Guayanilla,PR,+18.0053378,-066.7982933
San Sebastián,PR,+18.3310643,-066.9690640
Pope,AR,+35.4565570,-093.0268181
Southampton,VA,+36.7200678,-077.1038135
Gregg,TX,+32.4864014,-094.8162768
Rockland,NY,+41.1546276,-074.0246616
Marion,AR,+36.2666636,-092.6785765
Suffolk,VA,+36.6971573,-076.6347808
El Paso,CO,+38.8273831,-104.5274718
St. Francois,MO,+37.8107068,-090.4738684
Ward,TX,+31.5130687,-103.1051127
Kiowa,CO,+38.3876630,-102.7568494
Wilbarger,TX,+34.0849199,-099.2424397
Curry,OR,+42.4664387,-124.2109292
Teller,CO,+38.8699759,-105.1873651
Clinton,MO,+39.6087233,-094.3958028
Wasatch,UT,+40.3348838,-111.1615683
Caribou,ID,+42.7860724,-111.5442734
Rockingham,NC,+36.3818062,-079.7827539
Prairie,AR,+34.8311162,-091.5536205
Bradley,AR,+33.4665491,-092.1691559
Hamilton,TX,+31.7073424,-098.1117562
Caroline,MD,+38.8715306,-075.8316620
Douglas,MN,+45.9368351,-095.4621550
Jefferson,MT,+46.1242317,-112.0594284
Fairfax,VA,+38.8295203,-077.2732524
Deer Lodge,MT,+46.0946716,-113.1416236
Anderson,TN,+36.1167307,-084.1954177
Huron,OH,+41.1450798,-082.5946410
Bacon,GA,+31.5502095,-082.4514325
Kent,DE,+39.0970884,-075.5029819
Wood,OH,+41.3601834,-083.6226821
Jackson,GA,+34.1309052,-083.5625568
Anderson,KS,+38.2151139,-095.2920464
Knox,IL,+40.9309446,-090.2137921
Wheatland,MT,+46.4969673,-109.8576843
Cannon,TN,+35.8083940,-086.0624044
Franklin,ME,+44.9767238,-070.4149354
Menifee,KY,+37.9354855,-083.5893550
McPherson,SD,+45.7842491,-099.2114212
Gunnison,CO,+38.6704993,-107.0568798
Charlevoix,MI,+45.6185538,-085.5436841
Swift,MN,+45.2758101,-095.6901243
Seneca,OH,+41.1199923,-083.1275469
Tattnall,GA,+32.0437683,-082.0592081
Stephens,TX,+32.7380521,-098.8393443
Martin,NC,+35.8473006,-077.1196022
Ravalli,MT,+46.0777441,-114.1057950
Wilkes,GA,+33.7790312,-082.7479211
Lincoln,WA,+47.5827433,-118.4176925
San Mateo,CA,+37.4146725,-122.3715457
Williams,OH,+41.5649587,-084.5843235
Baca,CO,+37.3097802,-102.5437412
Boundary,ID,+48.7731313,-116.5246676
Bear Lake,ID,+42.2858922,-111.3275168
Union,OH,+40.2959008,-083.3670416
Cuyahoga,OH,+41.5550370,-081.6049566
Lavaca,TX,+29.3825778,-096.9236334
Nowata,OK,+36.7896148,-095.6133123
Glascock,GA,+33.2274908,-082.6069126
Umatilla,OR,+45.5911997,-118.7338795
Oglala Lakota,SD,+43.3333930,-102.5614857
Marshall,KS,+39.7827091,-096.5212426
Madison,LA,+32.3468782,-091.2319321
Valley,MT,+48.3498496,-106.6704238
Whitfield,GA,+34.8017261,-084.9685410
Wichita,KS,+38.4819222,-101.3474341
Charles Mix,SD,+43.2061853,-098.5951429
Cedar,NE,+42.6045604,-097.2568696
Kitsap,WA,+47.6396874,-122.6496358
McHenry,IL,+42.3242982,-088.4522450
Petroleum,MT,+47.1419168,-108.2265753
Carroll,MO,+39.4273754,-093.5002266
Whitman,WA,+46.9059441,-117.5353898
Steele,MN,+44.0152607,-093.2204527
Thayer,NE,+40.1734197,-097.5962581
Crockett,TN,+35.8187949,-089.1324936
Hamilton,IA,+42.3907886,-093.7091296
Warren,OH,+39.4256625,-084.1699402
Spalding,GA,+33.2623481,-084.2849046
Hunterdon,NJ,+40.5652832,-074.9119695
Vernon,MO,+37.8501957,-094.3415972
Parke,IN,+39.7742496,-087.1969502
Franklin,IA,+42.7365451,-093.2714152
Butts,GA,+33.2903551,-083.9582206
Elbert,CO,+39.3151572,-104.1140759
Bristol,RI,+41.7068397,-071.2866874
Bosque,TX,+31.9008189,-097.6376407
Newport,RI,+41.5010449,-071.2830626
Fairfield,OH,+39.7476940,-082.6266850
Pierce,ND,+48.2388827,-099.9664970
Carroll,IL,+42.0709000,-089.9241894
Red Lake,MN,+47.8654866,-096.0871800
Jefferson,OR,+44.6451505,-121.1786315
Cheatham,TN,+36.2551687,-087.1008077
Union,SD,+42.8311064,-096.6508287
Elmore,AL,+32.5972290,-086.1427347
Lumpkin,GA,+34.5681403,-083.9989251
Knox,OH,+40.4036198,-082.4223929
Bremer,IA,+42.7808946,-092.3273559
Goliad,TX,+28.6607000,-097.4304145
Henderson,NC,+35.3364267,-082.4795828
Indian River,FL,+27.7005283,-080.5747894
Roberts,TX,+35.8385960,-100.8366824
Deuel,NE,+41.1119026,-102.3326090
Livingston,NY,+42.7290418,-077.7784630
O'Brien,IA,+43.0837455,-095.6256244
Callahan,TX,+32.2931499,-099.3722490
Rains,TX,+32.8704571,-095.7956130
Grant,KS,+37.5475370,-101.2993622
Lee,VA,+36.7017206,-083.1301117
Sierra,NM,+33.1194684,-107.1881612
Drew,AR,+33.5872418,-091.7227781
Morrill,NE,+41.7322039,-102.9905936
Benton,MO,+38.3010358,-093.2879421
Pike,AR,+34.1581907,-093.6586589
Mesa,CO,+39.0195240,-108.4605707
Dent,MO,+37.6030721,-091.4897172
Tazewell,VA,+37.1253949,-081.5629237
Pike,PA,+41.3259485,-075.0315143
Susquehanna,PA,+41.8196651,-075.8009686
Morris,TX,+33.1164660,-094.7312653
Washington,PA,+40.2000054,-080.2521319
Addison,VT,+44.0312479,-073.1415807
Leavenworth,KS,+39.1895108,-095.0389770
Muskegon,MI,+43.4287388,-086.4209083
Copper River,AK,+62.0344790,-143.9221674
Chugach,AK,+60.4884737,-146.2030924
Hinds,MS,+32.2677879,-090.4660171
Lampasas,TX,+31.1967308,-098.2408885
Loudoun,VA,+39.0812000,-077.6388976
St. Clair,MO,+38.0422304,-093.7765602
Delaware,NY,+42.1939865,-074.9667281
Phillips,MT,+48.2501432,-107.9288973
Mercer,MO,+40.4214135,-093.5676313
Mason,WA,+47.3508322,-123.1731033
Nash,NC,+35.9659447,-077.9875546
York,VA,+37.2209139,-076.3955330
Pettis,MO,+38.7273880,-093.2851901
Missoula,MT,+47.0272632,-113.8926911
Chautauqua,KS,+37.1542592,-096.2453962
Upshur,TX,+32.7353495,-094.9411837
Culpeper,VA,+38.4859303,-077.9564759
Haskell,OK,+35.2324314,-095.1096421
Ohio,WV,+40.1003230,-080.6199004
Morgan,WV,+39.5573454,-078.2565175
Rockingham,VA,+38.5076118,-078.8853291
Whitley,IN,+41.1364261,-085.5018918
Siskiyou,CA,+41.5879861,-122.5332868
Day,SD,+45.3551610,-097.5814295
Orleans,LA,+30.0534195,-089.9345018
Jefferson,AL,+33.5534439,-086.8965359
Walker,AL,+33.7915581,-087.3010936
DeKalb,MO,+39.8946645,-094.4071901
Gadsden,FL,+30.5786866,-084.6126072
Dade,GA,+34.8524237,-085.5062006
DeSoto,MS,+34.8749217,-089.9912114
Warren,VA,+38.9082214,-078.2075940
Edwards,IL,+38.4170954,-088.0479408
Madison,TN,+35.6060563,-088.8334238
Saipan,MP,+15.1980954,+145.7771923
Randolph,AL,+33.2964614,-085.4640637
Ashe,NC,+36.4434687,-081.4993343
Dolores,CO,+37.7338227,-108.5062192
Licking,OH,+40.0915047,-082.4834352
Manassas,VA,+38.7468077,-077.4826328
Union,AR,+33.1682186,-092.5981447
Henderson,IL,+40.8144710,-090.9412464
Montgomery,AL,+32.2028812,-086.2044615
Arapahoe,CO,+39.6445537,-104.3317065
Marion,KY,+37.5526040,-085.2689592
Skagit,WA,+48.4932917,-121.8157703
Jones,MS,+31.6166011,-089.1685317
Columbia,WI,+43.4718818,-089.3304721
Brunswick,NC,+34.0387542,-078.2277653
Clearwater,MN,+47.5758729,-095.3711170
Northampton,VA,+37.3027754,-075.9240177
Rooks,KS,+39.3460064,-099.3244921
Fayette,IN,+39.6396544,-085.1850337
Hall,NE,+40.8660265,-098.5026645
Hamilton,NE,+40.8728173,-098.0223294
Loup,NE,+41.8982036,-099.5145248
Sheridan,MT,+48.7055868,-104.5339164
Frontier,NE,+40.5309469,-100.4066834
Luquillo,PR,+18.3679961,-065.7099036
Bibb,AL,+33.0158929,-087.1271475
Lauderdale,MS,+32.4040171,-088.6604510
Big Stone,MN,+45.4199252,-096.4022263
Blue Earth,MN,+44.0337104,-094.0640122
Highland,VA,+38.3662431,-079.5644718
Spotsylvania,VA,+38.1824314,-077.6572264
Strafford,NH,+43.2932725,-071.0355891
Houston,GA,+32.4581466,-083.6623089
Delta,MI,+45.8052288,-086.9019375
Sebastian,AR,+35.1969808,-094.2749889
Santa Cruz,CA,+37.0123466,-122.0077889
McIntosh,GA,+31.4856290,-081.3721413
Monroe,GA,+33.0187844,-083.9218370
Dunklin,MO,+36.1530246,-090.0622538
Wheeler,TX,+35.3925973,-100.2531046
Forsyth,GA,+34.2251430,-084.1274075
San Patricio,TX,+28.0117944,-097.5171566
Walthall,MS,+31.1644920,-090.1034306
Monroe,MO,+39.4982695,-092.0064582
Isabella,MI,+43.6452331,-084.8394245
Moore,TX,+35.8356759,-101.8905018
Calhoun,SC,+33.6747804,-080.7803468
Sublette,WY,+42.7679284,-109.9161701
Fleming,KY,+38.3678475,-083.6992045
Clark,WI,+44.7391661,-090.6099087
York,SC,+34.9701876,-081.1831873
Adams,IN,+40.7457297,-084.9361340
Ascension,LA,+30.2064437,-090.9125023
Union,PA,+40.9621790,-077.0554751
Chesterfield,VA,+37.3784338,-077.5858474
Acadia,LA,+30.2914970,-092.4110366
Crawford,PA,+41.6878760,-080.1077950
Tripp,SD,+43.3497292,-099.8762186
Guthrie,IA,+41.6835728,-094.5012723
Washington,IA,+41.3294012,-091.7250523
Sanborn,SD,+44.0189419,-098.0917093
Grady,OK,+35.0210581,-097.8868902
Kanawha,WV,+38.3280675,-081.5235156
St. Croix,WI,+45.0289589,-092.4472842
Venango,PA,+41.4007143,-079.7658126
Summit,OH,+41.1218471,-081.5349279
Glynn,GA,+31.2127098,-081.4964503
Webb,TX,+27.7607987,-099.3407518
Montgomery,NC,+35.3275482,-079.9107517
Aroostook,ME,+46.7091929,-068.6124095
Jefferson Davis,MS,+31.5648075,-089.8270863
Washington,IN,+38.6006126,-086.1047512
Blanco,TX,+30.2662030,-098.3993321
Brunswick,VA,+36.7642043,-077.8614832
Dyer,TN,+36.0541960,-089.3983058
Gibson,TN,+35.9916316,-088.9338117
Prince George,VA,+37.1873255,-077.2209931
Lawrence,AR,+36.0410983,-091.1011529
Eddy,ND,+47.7234355,-098.9004745
Pierce,WA,+47.0514128,-122.1532402
Lincoln,ID,+42.9907824,-114.1530888
Lancaster,PA,+40.0419921,-076.2501980
Juneau,WI,+43.9328362,-090.1139837
Scott,TN,+36.4305924,-084.5040915
Corson,SD,+45.6856708,-101.1796647
Gregory,SD,+43.1751423,-099.2065908
Vance,NC,+36.3654806,-078.4054343
Caldwell,KY,+37.1486421,-087.8705095
Barnwell,SC,+33.2605516,-081.4342278
Decatur,TN,+35.6031362,-088.1102917
Blackford,IN,+40.4726717,-085.3237297
Etowah,AL,+34.0476407,-086.0342629
Camas,ID,+43.5025515,-114.7721349
Reno,KS,+37.9481849,-098.0783463
Maury,TN,+35.6156963,-087.0777632
Goshen,WY,+42.0894553,-104.3535403
Rusk,WI,+45.4727340,-091.1367448
Waukesha,WI,+43.0183677,-088.3042404
Garrard,KY,+37.6301619,-084.5458557
Norfolk,MA,+42.1717377,-071.1811102
Hendricks,IN,+39.7689632,-086.5099075
Jackson,IL,+37.7860959,-089.3812119
Georgetown,SC,+33.4175309,-079.2963325
Hettinger,ND,+46.4357038,-102.4542380
Grand,UT,+38.9743261,-109.5734502
Tooele,UT,+40.4677525,-113.1239786
Hampton,VA,+37.0479606,-076.2972931
Buffalo,WI,+44.3856333,-091.7612940
Frederick,VA,+39.2036601,-078.2638291
Lewis,WV,+38.9888773,-080.4954773
Polk,MN,+47.7742536,-096.4000265
Redwood,MN,+44.4035357,-095.2542415
Fayette,TN,+35.1969933,-089.4138027
Swains Island,AS,-11.0544359,-171.0690136
St. Charles,LA,+29.9057222,-090.3578553
Poinsett,AR,+35.5688702,-090.6811037
Gulf,FL,+29.8592383,-085.2720125
Hamblen,TN,+36.2183967,-083.2660711
Chilton,AL,+32.8540514,-086.7266071
Newton,TX,+30.7867182,-093.7392500
Hockley,TX,+33.6059320,-102.3433978
Baldwin,GA,+33.0594897,-083.2554566
Transylvania,NC,+35.2101025,-082.8166660
Surry,NC,+36.4154160,-080.6864631
Coffee,AL,+31.4022580,-085.9896022
Shelby,OH,+40.3366802,-084.2041425
Canyon,ID,+43.6257955,-116.7090580
Daniels,MT,+48.7944290,-105.5417385
Leon,FL,+30.4593104,-084.2778004
Payne,OK,+36.0792253,-096.9752553
Covington,AL,+31.2439873,-086.4487206
Lawrence,IN,+38.8398148,-086.4878198
Gray,KS,+37.7445134,-100.4517163
Casey,KY,+37.3219623,-084.9282195
Metcalfe,KY,+36.9924298,-085.6334564
Russell,KY,+36.9905867,-085.0549503
Beauregard,LA,+30.6450184,-093.3402526
Somerset,ME,+45.5036458,-069.9561096
Cimarron,OK,+36.7483904,-102.5176984
Meade,KY,+37.9674757,-086.2008628
Nelson,KY,+37.8031198,-085.4659312
Owen,KY,+38.4993945,-084.8415902
Pemiscot,MO,+36.2099162,-089.7859419
Nance,NE,+41.4023855,-097.9914083
Menominee,WI,+44.9913041,-088.6692512
Panola,TX,+32.1639784,-094.3051563
Bath,KY,+38.1522485,-083.7376405
Anderson,TX,+31.8412614,-095.6617267
Caroline,VA,+38.0280328,-077.3537363
Sioux,IA,+43.0826179,-096.1779798
Glenn,CA,+39.6025462,-122.4016998
St. Louis,MO,+38.6356988,-090.2445816
Fannin,GA,+34.8665427,-084.3173308
Grant,SD,+45.1726366,-096.7722606
Marshall,SD,+45.7370443,-097.5808695
Thurston,WA,+46.9358216,-122.8301524
Knox,NE,+42.6344045,-097.8913492
Valencia,NM,+34.7168404,-106.8065821
Prairie,MT,+46.8123882,-105.5039383
Allamakee,IA,+43.2749637,-091.3827510
